15790833,2,357
15790833,7,198
15790833,8,190
15790833,50,129
15790833,59,79
15790833,41,70
15790833,6,65
15790833,70,66
15790833,102,45
2535732,80,43
2535732,36,28
2535732,1,27
2535732,31,24
2535732,98,15
2535732,29,8
961831,19,471
961831,3,347
961831,6,299
961831,2,229
961831,67,165
961831,33,129
961831,210,118
4806,47,2051
4806,10,1623
4806,46,1473
4806,75,435
4806,22,109
4806,211,81
4806,212,80
4806,213,65
4806,214,42
4806,215,39
7058405,2,1043
7058405,50,657
7058405,6,474
7058405,7,395
7058405,216,162
7058405,70,161
7058405,217,144
7058405,41,89
7058405,17,80
7058405,218,76
34524,33,556
34524,28,125
34524,6,111
34524,31,106
34524,93,60
24156,31,61
24156,6,52
24156,102,32
24156,164,30
24156,28,25
24156,98,19
24156,162,7
24156,219,5
24156,85,4
24156,100,3
458313,2,55
458313,3,47
458313,130,37
458313,6,32
458313,41,30
458313,67,19
216196,1,155
216196,220,48
6280379,6,667
6280379,19,550
6280379,22,121
6280379,153,86
7857713,33,731
7857713,77,76
7857713,3,70
7857713,67,69
10174795,1,517
10174795,35,388
10174795,108,305
10174795,3,155
1878,119,369
1878,10,125
1878,47,100
1878,48,66
1878,221,64
1878,222,37
609870,10,241
609870,3,163
609870,5,91
609870,75,88
609870,43,59
143728,33,624
143728,51,190
143728,31,149
143728,6,147
143728,98,112
50695,6,533
50695,73,64
50695,80,58
50695,135,56
17570751,3,223
17570751,115,102
17570751,59,74
73051,35,227
73051,6,103
73051,28,90
73051,183,71
12882349,4,196
12882349,3,137
12882349,2,125
12882349,5,106
12882349,41,85
12882349,6,70
47061,32,165
47061,86,102
47061,6,92
47061,8,28
16115,6,57
16115,19,21
16115,32,19
16115,125,14
129223,205,406
129223,6,398
129223,32,353
129223,223,203
129223,224,98
233904,6,157
233904,153,15
233904,59,14
233904,80,11
233904,73,6
233904,38,5
233904,140,5
233904,163,4
233904,225,3
233904,102,3
3157877,1,399
3157877,226,302
3157877,67,167
3157877,33,164
3157877,3,136
22193,1,413
22193,58,127
22193,6,89
22193,59,78
22193,3,68
22193,100,47
22193,101,19
22193,90,13
22193,31,11
22193,227,10
32957,6,337
32957,19,50
32957,80,33
32957,60,30
32957,207,26
32957,73,22
32957,153,22
32957,59,22
32957,179,16
32957,228,15
627055,42,200
627055,10,111
627055,26,102
627055,43,67
627055,119,44
41951,6,457
41951,58,123
41951,3,95
41951,57,88
563457,6,158
563457,1,94
563457,8,80
563457,3,69
563457,2,23
563457,229,19
563457,90,17
563457,58,16
563457,60,15
563457,59,13
628283,206,395
628283,230,156
628283,3,100
628283,59,73
628283,63,64
73954,32,196
73954,6,132
73954,73,40
73954,231,38
73954,232,37
73954,125,29
2062048,19,249
2062048,6,68
2062048,64,57
2062048,22,56
2062048,3,44
238126,2,1284
238126,3,705
238126,50,355
238126,130,316
238126,6,266
238126,233,223
238126,41,201
238126,35,200
238126,7,149
238126,70,127
12389310,3,317
12389310,114,232
12389310,59,132
12389310,209,121
12389310,1,111
252999,68,397
252999,67,364
252999,3,346
252999,106,235
252999,33,91
51933,119,1067
51933,47,412
51933,10,372
51933,18,252
51933,222,138
51933,221,128
13365532,33,102
13365532,1,100
13365532,67,71
16114,6,54
16114,32,23
16114,19,21
16114,125,12
146109,25,613
146109,26,225
146109,27,117
146109,36,117
146109,6,93
1034185,6,105
1034185,53,104
1034185,32,62
1034185,234,41
1034185,28,40
20345202,33,1021
20345202,1,623
20345202,77,181
20345202,40,172
20345202,67,159
110396,21,1782
110396,3,1680
110396,22,689
110396,19,264
110396,20,236
32940867,6,635
32940867,7,608
32940867,2,404
32940867,3,292
32940867,17,222
534289,119,420
534289,121,164
534289,10,154
534289,120,152
534289,32,115
16111,6,71
16111,32,25
16111,19,23
16111,125,12
2464531,2,234
2464531,6,75
2464531,122,63
2464531,50,58
747746,32,1820
747746,6,950
747746,86,777
747746,33,480
747746,17,152
19528,6,227
19528,32,122
19528,119,89
19528,29,83
19528,160,66
19528,72,40
19528,73,31
19528,80,27
19528,140,24
19528,161,21
129117,2,717
129117,6,506
129117,28,228
129117,58,120
2182,6,177
2182,86,163
2182,32,154
2182,29,129
2182,72,72
2182,231,48
2182,73,47
2182,80,9
2182,153,8
2182,85,8
68333,35,523
68333,6,179
68333,235,51
54589,25,111
54589,28,29
54589,236,21
54589,26,14
236814,6,130
236814,2,121
236814,19,103
236814,50,74
236814,237,41
236814,238,40
842746,5,86
842746,187,64
842746,121,65
842746,10,59
842746,170,40
19476,1,283
19476,6,109
19476,35,78
7780,42,189
7780,10,40
7780,31,13
18249280,33,196
18249280,6,47
18249280,77,35
18249280,39,32
18249280,52,32
109830,6,170
109830,29,117
109830,32,63
109830,72,55
109830,73,55
9888794,7,103
9888794,6,71
9888794,2,57
9888794,36,30
9888794,50,26
9888794,127,23
9888794,41,19
9888794,19,14
9888794,70,11
9888794,22,8
355656,15,151
355656,119,100
355656,96,84
355656,10,52
355656,47,29
22192,1,552
22192,58,187
22192,6,133
22192,59,119
6321718,1,191
6321718,33,162
6321718,19,100
6321718,67,84
6321718,3,66
667416,10,104
667416,13,49
233044,3,370
233044,6,314
233044,58,161
233044,239,108
233044,59,79
355789,6,141
355789,32,117
355789,122,112
355789,159,105
42960,19,276
42960,6,176
9027853,106,73
9027853,1,50
9027853,33,29
9027853,67,25
9027853,91,18
9027853,77,12
9027853,40,8
9027853,68,5
9027853,6,5
9027853,3,4
10551253,1,110
10551253,67,84
10551253,33,81
10551253,3,59
4789801,33,302
4789801,4,287
4789801,6,224
4789801,5,181
4789801,36,31
4789801,35,31
4789801,7,26
4789801,38,20
4789801,2,19
4789801,41,13
289813,19,161
289813,4,105
289813,5,51
289813,22,32
289813,6,15
289813,64,15
289813,55,10
289813,60,9
289813,65,7
289813,3,6
104344,35,443
104344,33,268
104344,6,265
104344,108,179
104344,160,144
34272565,46,639
34272565,10,487
34272565,213,229
34272565,240,196
34272565,119,179
34272565,11,48
34272565,241,35
34272565,242,33
34272565,17,32
34272565,215,24
24384,31,571
24384,6,424
24384,32,326
24384,33,206
24384,103,165
24384,1,145
24384,98,129
24384,162,78
24384,164,68
24384,85,61
38225791,2,1258
38225791,1,1210
38225791,7,456
38225791,59,424
38225791,6,276
38225791,70,255
38225791,17,192
38225791,50,138
38225791,41,101
38225791,100,74
4907301,43,121
4907301,10,82
4907301,75,13
4907301,83,11
456,6,332
456,73,51
456,135,49
456,80,47
456,225,37
24903919,2,196
24903919,6,109
24903919,7,75
24903919,50,72
366787,7,189
366787,6,169
366787,8,155
366787,2,147
366787,19,106
366787,50,74
366787,201,71
179612,96,282
179612,10,163
179612,119,146
179612,47,80
774032,6,145
774032,193,26
774032,80,26
774032,73,23
25669,47,2016
25669,10,884
25669,57,290
25669,61,101
25669,22,98
25669,121,83
25669,112,66
25669,194,53
25669,243,37
25669,170,23
71622,19,642
71622,6,256
71622,95,171
71622,22,81
7897478,28,520
7897478,10,480
7897478,43,370
7897478,75,282
7897478,183,205
45241,35,116
45241,6,30
45241,244,24
7312324,106,276
7312324,1,141
7312324,67,90
7312324,33,72
7312324,3,71
389828,4,136
389828,19,75
389828,6,68
389828,5,62
389828,3,56
10897866,33,181
10897866,1,136
10897866,6,72
13020,89,1220
13020,32,1120
13020,90,571
13020,6,244
13020,19,218
1049509,58,128
1049509,6,24
1049509,3,15
1049509,59,6
1049509,60,6
1049509,1,4
1049509,38,2
1049509,245,2
72676,6,119
72676,32,28
72676,125,26
19580,8,624
19580,6,137
19580,33,134
6251471,177,73
6251471,33,47
6251471,26,39
6251471,103,36
830784,6,111
830784,3,33
830784,59,14
4364,246,282
4364,10,264
4364,214,94
4364,47,64
4364,247,29
15046,6,221
15046,91,148
15046,33,84
2002,33,292
2002,6,81
2002,1,75
2002,31,32
2002,77,18
2002,37,12
2002,80,12
2002,98,8
2002,248,7
2002,187,7
9394010,68,682
9394010,67,546
9394010,3,446
9394010,249,259
9394010,33,206
12955738,67,80
12955738,33,76
12955738,77,62
12955738,1,62
12955738,3,40
12955738,68,33
1931915,1,517
1931915,33,254
1931915,67,135
1931915,3,108
1931915,6,103
1931915,59,77
24804,6,107
24804,19,104
24804,23,25
10402992,2,635
10402992,3,288
10402992,6,151
2141,250,302
2141,10,155
2141,42,31
634757,32,53
634757,6,27
634757,19,17
634757,125,12
40670312,7,545
40670312,6,356
40670312,35,304
40670312,70,184
40670312,2,173
40670312,3,173
40670312,17,112
40670312,38,94
40670312,41,71
40670312,59,51
32758901,35,3076
32758901,6,1022
32758901,168,648
48760,10,227
48760,18,127
48760,251,122
48760,13,63
74046,40,396
74046,67,310
74046,106,258
74046,68,229
74046,3,164
74046,33,137
74046,66,111
3630983,67,101
3630983,2,82
3630983,130,42
3630983,3,40
3630983,41,40
228534,6,519
228534,19,135
228534,2,93
1022209,33,605
1022209,51,167
1022209,3,71
1022209,52,38
1022209,6,30
1022209,77,28
1022209,39,23
1022209,252,20
1022209,36,18
1022209,37,17
140260,33,251
140260,1,183
140260,8,158
140260,34,85
140260,6,52
140260,67,42
114172,21,834
114172,3,597
114172,22,319
114172,19,72
114172,20,71
114172,38,40
114172,6,35
114172,123,33
114172,125,21
114172,17,13
2592122,33,49
2592122,1,48
2592122,6,25
2592122,31,25
844935,13,45
844935,11,37
844935,16,20
844935,10,10
844935,14,10
6503154,68,307
6503154,67,273
6503154,106,265
6503154,3,246
8608453,1,72
8608453,88,49
8608453,33,38
8608453,3,31
8608453,59,13
6687247,11,534
6687247,10,530
6687247,15,431
6687247,9,430
6687247,47,238
6687247,96,117
6687247,157,30
6687247,14,27
6687247,17,25
6687247,253,20
10048874,34,505
10048874,1,505
10048874,226,499
10048874,3,255
10048874,33,220
10048874,67,219
27397,10,430
27397,158,178
27397,47,71
179174,25,623
179174,26,246
179174,27,122
179174,36,119
179174,6,97
179174,31,73
179174,254,52
179174,255,43
179174,2,34
179174,29,31
53645,256,706
53645,43,698
53645,10,608
53645,75,141
53645,257,131
53645,258,99
53645,259,94
53645,83,81
53645,260,77
53645,84,52
17204860,114,658
17204860,3,649
17204860,59,227
17204860,115,167
17204860,116,81
17204860,145,62
17204860,58,42
17204860,38,42
17204860,6,37
17204860,63,37
